station,valid,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar,snowdepth
TPH,2024-03-14 21:35,,,,360.00,15.00,,29.98,,10.00,,BKN,OVC,,,7000.00,8500.00,,,,,,,,,,,KTPH 142135Z AUTO 36015KT 10SM BKN070 OVC085 08/M08 A2998 RMK T00801080 MADISHF,
TPH,2024-03-14 21:40,,,,40.00,15.00,,29.98,,10.00,22.00,BKN,OVC,,,7000.00,8500.00,,,,,,,,,,,KTPH 142140Z AUTO 04015G22KT 10SM BKN070 OVC085 09/M08 A2998 RMK T00901080 WND 36V08  MADISHF,
TPH,2024-03-14 21:45,,,,40.00,14.00,,29.98,,10.00,,BKN,OVC,,,7000.00,8500.00,,,,,,,,,,,KTPH 142145Z AUTO 04014KT 10SM BKN070 OVC085 09/M09 A2998 RMK T00901090 MADISHF,
TPH,2024-03-14 21:50,,,,,,,29.98,,10.00,,BKN,OVC,,,7000.00,8500.00,,,,,,,,,,,KTPH 142150Z AUTO /////KT 10SM BKN070 OVC085 08/M09 A2998 RMK T00801090 WND 35V06  MADISHF,
TPH,2024-03-14 21:55,,,,30.00,22.00,,29.98,,10.00,27.00,BKN,OVC,,,7000.00,8500.00,,,,,,,,,,,KTPH 142155Z AUTO 03022G27KT 10SM BKN070 OVC085 08/M09 A2998 RMK T00801090 MADISHF,
TPH,2024-03-14 22:00,,,,10.00,21.00,,29.97,,10.00,26.00,BKN,OVC,,,6500.00,8500.00,,,,,,,,,,,KTPH 142200Z AUTO 01021G26KT 10SM BKN065 OVC085 08/M09 A2997 RMK T00801090 MADISHF,
TPH,2024-03-14 22:05,,,,20.00,20.00,,29.97,,10.00,27.00,BKN,OVC,,,6500.00,8500.00,,,,,,,,,,,KTPH 142205Z AUTO 02020G27KT 10SM BKN065 OVC085 08/M09 A2997 RMK T00801090 MADISHF,
TPH,2024-03-14 22:10,,,,10.00,22.00,,29.97,,10.00,30.00,BKN,OVC,,,6500.00,8000.00,,,,,,,,,,,KTPH 142210Z AUTO 01022G30KT 10SM BKN065 OVC080 07/M09 A2997 RMK T00701090 MADISHF,
TPH,2024-03-14 22:15,,,,20.00,22.00,,29.97,,10.00,29.00,OVC,,,,7000.00,,,,,,,,,,,,KTPH 142215Z AUTO 02022G29KT 10SM OVC070 07/M09 A2997 RMK T00701090 MADISHF,
TPH,2024-03-14 22:20,,,,20.00,21.00,,29.97,,10.00,,OVC,,,,6500.00,,,,,,,,,,,,KTPH 142220Z AUTO 02021KT 10SM OVC065 07/M09 A2997 RMK T00701090 MADISHF,
TPH,2024-03-14 22:25,,,,20.00,21.00,,29.97,,10.00,,BKN,OVC,,,7000.00,8000.00,,,,,,,,,,,KTPH 142225Z AUTO 02021KT 10SM BKN070 OVC080 07/M09 A2997 RMK T00701090 MADISHF,
TPH,2024-03-14 22:30,,,,10.00,22.00,,29.97,,10.00,29.00,BKN,OVC,,,7000.00,8500.00,,,,,,,,,,,KTPH 142230Z AUTO 01022G29KT 10SM BKN070 OVC085 07/M09 A2997 RMK T00701090 MADISHF,
TPH,2024-03-14 22:35,,,,20.00,22.00,,29.97,,10.00,34.00,OVC,,,,7000.00,,,,,,,,,,,,KTPH 142235Z AUTO 02022G34KT 10SM OVC070 07/M09 A2997 RMK T00701090 MADISHF,
TPH,2024-03-14 22:40,,,,10.00,23.00,,29.97,,10.00,,OVC,,,,7000.00,,,,,,,,,,,,KTPH 142240Z AUTO 01023KT 10SM OVC070 07/M09 A2997 RMK T00701090 MADISHF,
TPH,2024-03-14 22:45,,,,10.00,22.00,,29.98,,10.00,31.00,OVC,,,,7000.00,,,,,,,,,,,,KTPH 142245Z AUTO 01022G31KT 10SM OVC070 07/M09 A2998 RMK T00701090 MADISHF,
TPH,2024-03-14 22:50,,,,10.00,20.00,,29.97,,10.00,,OVC,,,,7000.00,,,,,,,,,,,,KTPH 142250Z AUTO 01020KT 10SM OVC070 08/M08 A2997 RMK T00801080 MADISHF,
TPH,2024-03-14 22:55,,,,40.00,16.00,,29.97,,10.00,,OVC,,,,7500.00,,,,,,,,,,,,KTPH 142255Z AUTO 04016KT 10SM OVC075 08/M09 A2997 RMK T00801090 MADISHF,
TPH,2024-03-14 23:00,,,,20.00,14.00,,29.97,,10.00,19.00,OVC,,,,7000.00,,,,,,,,,,,,KTPH 142300Z AUTO 02014G19KT 10SM OVC070 08/M09 A2997 RMK T00801090 MADISHF,
TPH,2024-03-14 23:05,,,,,,,29.97,,10.00,,OVC,,,,7000.00,,,,,,,,,,,,KTPH 142305Z AUTO /////KT 10SM OVC070 08/M09 A2997 RMK T00801090 MADISHF,
TPH,2024-03-14 23:10,,,,50.00,13.00,,29.97,,10.00,,BKN,OVC,,,7000.00,8000.00,,,,,,,,,,,KTPH 142310Z AUTO 05013KT 10SM BKN070 OVC080 08/M09 A2997 RMK T00801090 MADISHF,
TPH,2024-03-14 23:15,,,,40.00,16.00,,29.97,,10.00,21.00,OVC,,,,7500.00,,,,,,,,,,,,KTPH 142315Z AUTO 04016G21KT 10SM OVC075 08/M09 A2997 RMK T00801090 MADISHF,
TPH,2024-03-14 23:20,,,,,,,29.97,,10.00,26.00,OVC,,,,7500.00,,,,,,,,,,,,KTPH 142320Z AUTO /////G26KT 10SM OVC075 08/M09 A2997 RMK T00801090 MADISHF,
TPH,2024-03-14 23:25,,,,60.00,15.00,,29.97,,10.00,,BKN,OVC,,,7000.00,8500.00,,,,,,,,,,,KTPH 142325Z AUTO 06015KT 10SM BKN070 OVC085 08/M09 A2997 RMK T00801090 MADISHF,
TPH,2024-03-14 23:30,,,,60.00,16.00,,29.97,,10.00,,BKN,OVC,,,7500.00,9000.00,,,,,,,,,,,KTPH 142330Z AUTO 06016KT 10SM BKN075 OVC090 08/M09 A2997 RMK T00801090 MADISHF,
TPH,2024-03-14 23:35,,,,40.00,18.00,,29.98,,10.00,24.00,BKN,OVC,,,7500.00,9000.00,,,,,,,,,,,KTPH 142335Z AUTO 04018G24KT 10SM BKN075 OVC090 08/M09 A2998 RMK T00801090 MADISHF,
TPH,2024-03-14 23:40,,,,50.00,13.00,,29.98,,10.00,,BKN,OVC,,,8000.00,9000.00,,,,,,,,,,,KTPH 142340Z AUTO 05013KT 10SM BKN080 OVC090 08/M09 A2998 RMK T00801090 MADISHF,
TPH,2024-03-14 23:45,,,,30.00,15.00,,29.98,,10.00,,BKN,OVC,,,7500.00,9000.00,,,,,,,,,,,KTPH 142345Z AUTO 03015KT 10SM BKN075 OVC090 08/M09 A2998 RMK T00801090 MADISHF,
TPH,2024-03-14 23:50,,,,40.00,16.00,,29.98,,10.00,21.00,BKN,OVC,,,7500.00,9000.00,,,,,,,,,,,KTPH 142350Z AUTO 04016G21KT 10SM BKN075 OVC090 08/M09 A2998 RMK T00801090 MADISHF,
TPH,2024-03-14 23:55,,,,40.00,14.00,,29.98,,10.00,,BKN,OVC,,,8000.00,9000.00,,,,,,,,,,,KTPH 142355Z AUTO 04014KT 10SM BKN080 OVC090 08/M09 A2998 RMK T00801090 MADISHF,
TPH,2024-03-15 00:00,,,,,,,29.98,,10.00,,BKN,OVC,,,7500.00,9000.00,,,,,,,,,,,KTPH 150000Z AUTO /////KT 10SM BKN075 OVC090 08/M09 A2998 RMK T00801090 MADISHF,
TPH,2024-03-15 00:05,,,,50.00,18.00,,29.98,,10.00,22.00,BKN,OVC,,,7500.00,9000.00,,,,,,,,,,,KTPH 150005Z AUTO 05018G22KT 10SM BKN075 OVC090 08/M09 A2998 RMK T00801090 MADISHF,
TPH,2024-03-15 00:10,,,,40.00,18.00,,29.98,,10.00,,BKN,OVC,,,7000.00,9000.00,,,,,,,,,,,KTPH 150010Z AUTO 04018KT 10SM BKN070 OVC090 08/M09 A2998 RMK T00801090 MADISHF,
TPH,2024-03-15 00:15,,,,30.00,16.00,,29.98,,10.00,,BKN,OVC,,,7500.00,9000.00,,,,,,,,,,,KTPH 150015Z AUTO 03016KT 10SM BKN075 OVC090 07/M09 A2998 RMK T00701090 MADISHF,
TPH,2024-03-15 00:20,,,,40.00,16.00,,29.98,,10.00,,OVC,,,,8000.00,,,,,,,,,,,,KTPH 150020Z AUTO 04016KT 10SM OVC080 07/M09 A2998 RMK T00701090 MADISHF,
TPH,2024-03-15 00:25,,,,50.00,15.00,,29.98,,10.00,,OVC,,,,8000.00,,,,,,,,,,,,KTPH 150025Z AUTO 05015KT 10SM OVC080 07/M09 A2998 RMK T00701090 MADISHF,
TPH,2024-03-15 00:30,,,,50.00,17.00,,29.97,,10.00,22.00,OVC,,,,7500.00,,,,,,,,,,,,KTPH 150030Z AUTO 05017G22KT 10SM OVC075 08/M09 A2997 RMK T00801090 MADISHF,
TPH,2024-03-15 00:35,,,,40.00,16.00,,29.98,,10.00,,OVC,,,,7500.00,,,,,,,,,,,,KTPH 150035Z AUTO 04016KT 10SM OVC075 08/M09 A2998 RMK T00801090 MADISHF,
TPH,2024-03-15 00:40,,,,30.00,15.00,,29.98,,10.00,,OVC,,,,8000.00,,,,,,,,,,,,KTPH 150040Z AUTO 03015KT 10SM OVC080 07/M09 A2998 RMK T00701090 MADISHF,
TPH,2024-03-15 00:45,,,,30.00,17.00,,29.98,,10.00,,BKN,,,,8000.00,,,,,,,,,,,,KTPH 150045Z AUTO 03017KT 10SM BKN080 07/M09 A2998 RMK T00701090 MADISHF,
TPH,2024-03-15 00:50,,,,30.00,18.00,,29.98,,10.00,,BKN,,,,8000.00,,,,,,,,,,,,KTPH 150050Z AUTO 03018KT 10SM BKN080 07/M09 A2998 RMK T00701090 MADISHF,
TPH,2024-03-15 00:55,,,,30.00,18.00,,29.98,,10.00,,BKN,OVC,,,7500.00,9000.00,,,,,,,,,,,KTPH 150055Z AUTO 03018KT 10SM BKN075 OVC090 08/M09 A2998 RMK T00801090 MADISHF,
TPH,2024-03-15 01:00,,,,10.00,22.00,,29.98,,10.00,32.00,OVC,,,,8000.00,,,,,,,,,,,,KTPH 150100Z AUTO 01022G32KT 10SM OVC080 08/M08 A2998 RMK T00801080 MADISHF,
TPH,2024-03-15 01:05,,,,10.00,22.00,,29.98,,10.00,,BKN,OVC,,,8000.00,9000.00,,,,,,,,,,,KTPH 150105Z AUTO 01022KT 10SM BKN080 OVC090 07/M07 A2998 RMK T00701070 MADISHF,
TPH,2024-03-15 01:10,,,,10.00,21.00,,29.98,,10.00,,OVC,,,,8000.00,,,,,,,,,,,,KTPH 150110Z AUTO 01021KT 10SM OVC080 07/M07 A2998 RMK T00701070 MADISHF,
TPH,2024-03-15 01:15,,,,10.00,21.00,,29.98,,10.00,,BKN,,,,8000.00,,,,,,,,,,,,KTPH 150115Z AUTO 01021KT 10SM BKN080 07/M07 A2998 RMK T00701070 MADISHF,
TPH,2024-03-15 01:20,,,,10.00,16.00,,29.98,,10.00,23.00,BKN,,,,8000.00,,,,,,,,,,,,KTPH 150120Z AUTO 01016G23KT 10SM BKN080 07/M07 A2998 RMK T00701070 MADISHF,
TPH,2024-03-15 01:25,,,,10.00,18.00,,29.98,,10.00,22.00,BKN,,,,7500.00,,,,,,,,,,,,KTPH 150125Z AUTO 01018G22KT 10SM BKN075 06/M07 A2998 RMK T00601070 MADISHF,
TPH,2024-03-15 01:30,,,,360.00,18.00,,29.98,,10.00,,BKN,,,,7500.00,,,,,,,,,,,,KTPH 150130Z AUTO 36018KT 10SM BKN075 06/M07 A2998 RMK T00601070 MADISHF,
TPH,2024-03-15 01:35,,,,10.00,17.00,,29.97,,10.00,,FEW,SCT,,,7000.00,8000.00,,,,,,,,,,,KTPH 150135Z AUTO 01017KT 10SM FEW070 SCT080 06/M07 A2997 RMK T00601070 MADISHF,
TPH,2024-03-15 01:40,,,,10.00,15.00,,29.98,,10.00,,SCT,,,,7000.00,,,,,,,,,,,,KTPH 150140Z AUTO 01015KT 10SM SCT070 06/M07 A2998 RMK T00601070 MADISHF,
TPH,2024-03-15 01:45,,,,360.00,15.00,,29.98,,10.00,,SCT,,,,6500.00,,,,,,,,,,,,KTPH 150145Z AUTO 36015KT 10SM SCT065 06/M07 A2998 RMK T00601070 MADISHF,
TPH,2024-03-15 01:50,,,,360.00,16.00,,29.98,,10.00,,SCT,,,,6500.00,,,,,,,,,,,,KTPH 150150Z AUTO 36016KT 10SM SCT065 06/M07 A2998 RMK T00601070 MADISHF,
TPH,2024-03-15 01:55,,,,10.00,19.00,,29.98,,10.00,,SCT,,,,6500.00,,,,,,,,,,,,KTPH 150155Z AUTO 01019KT 10SM SCT065 06/M07 A2998 RMK T00601070 MADISHF,
TPH,2024-03-15 02:00,,,,10.00,17.00,,29.98,,10.00,,BKN,,,,6500.00,,,,,,,,,,,,KTPH 150200Z AUTO 01017KT 10SM BKN065 06/M07 A2998 RMK T00601070 MADISHF,
TPH,2024-03-15 02:05,,,,10.00,15.00,,29.98,,10.00,,BKN,,,,6500.00,,,,,,,,,,,,KTPH 150205Z AUTO 01015KT 10SM BKN065 05/M07 A2998 RMK T00501070 MADISHF,
TPH,2024-03-15 02:10,,,,360.00,16.00,,29.98,,10.00,,BKN,,,,6500.00,,,,,,,,,,,,KTPH 150210Z AUTO 36016KT 10SM BKN065 05/M07 A2998 RMK T00501070 MADISHF,
TPH,2024-03-15 02:15,,,,360.00,15.00,,29.98,,10.00,,BKN,BKN,,,6500.00,8000.00,,,,,,,,,,,KTPH 150215Z AUTO 36015KT 10SM BKN065 BKN080 05/M07 A2998 RMK T00501070 MADISHF,
TPH,2024-03-15 02:20,,,,10.00,16.00,,29.98,,10.00,,BKN,OVC,,,6500.00,8000.00,,,,,,,,,,,KTPH 150220Z AUTO 01016KT 10SM BKN065 OVC080 05/M07 A2998 RMK T00501070 MADISHF,
TPH,2024-03-15 02:25,,,,360.00,15.00,,29.99,,10.00,,BKN,OVC,,,6500.00,8000.00,,,,,,,,,,,KTPH 150225Z AUTO 36015KT 10SM BKN065 OVC080 05/M07 A2999 RMK T00501070 MADISHF,
TPH,2024-03-15 02:30,,,,360.00,16.00,,29.98,,10.00,,BKN,OVC,,,6500.00,8000.00,,,,,,,,,,,KTPH 150230Z AUTO 36016KT 10SM BKN065 OVC080 04/M07 A2998 RMK T00401070 MADISHF,
TPH,2024-03-15 02:35,,,,360.00,14.00,,29.98,,10.00,,BKN,OVC,,,6500.00,8000.00,,,,,,,,,,,KTPH 150235Z AUTO 36014KT 10SM BKN065 OVC080 04/M07 A2998 RMK T00401070 MADISHF,
TPH,2024-03-15 02:40,,,,360.00,15.00,,29.99,,10.00,,BKN,BKN,,,7000.00,8000.00,,,,,,,,,,,KTPH 150240Z AUTO 36015KT 10SM BKN070 BKN080 04/M07 A2999 RMK T00401070 MADISHF,
TPH,2024-03-15 02:45,,,,360.00,15.00,,29.98,,10.00,,BKN,,,,7000.00,,,,,,,,,,,,KTPH 150245Z AUTO 36015KT 10SM BKN070 04/M07 A2998 RMK T00401070 MADISHF,
TPH,2024-03-15 02:50,,,,10.00,13.00,,29.98,,10.00,,BKN,,,,6500.00,,,,,,,,,,,,KTPH 150250Z AUTO 01013KT 10SM BKN065 04/M07 A2998 RMK T00401070 MADISHF,
TPH,2024-03-15 02:55,,,,10.00,14.00,,29.99,,10.00,,BKN,,,,7000.00,,,,,,,,,,,,KTPH 150255Z AUTO 01014KT 10SM BKN070 04/M06 A2999 RMK T00401060 MADISHF,
TPH,2024-03-15 03:00,,,,10.00,16.00,,29.99,,10.00,,BKN,,,,7000.00,,,,,,,,,,,,KTPH 150300Z AUTO 01016KT 10SM BKN070 04/M06 A2999 RMK T00401060 MADISHF,
TPH,2024-03-15 03:05,,,,10.00,16.00,,29.99,,10.00,,BKN,,,,7000.00,,,,,,,,,,,,KTPH 150305Z AUTO 01016KT 10SM BKN070 04/M06 A2999 RMK T00401060 MADISHF,
TPH,2024-03-15 03:10,,,,10.00,15.00,,29.99,,10.00,,OVC,,,,7000.00,,,,,,,,,,,,KTPH 150310Z AUTO 01015KT 10SM OVC070 04/M06 A2999 RMK T00401060 MADISHF,
TPH,2024-03-15 03:15,,,,10.00,16.00,,29.99,,10.00,21.00,OVC,,,,6500.00,,,,,,,,,,,,KTPH 150315Z AUTO 01016G21KT 10SM OVC065 04/M06 A2999 RMK T00401060 MADISHF,
TPH,2024-03-15 03:20,,,,20.00,13.00,,29.99,,10.00,,BKN,,,,6500.00,,,,,,,,,,,,KTPH 150320Z AUTO 02013KT 10SM BKN065 04/M06 A2999 RMK T00401060 MADISHF,
TPH,2024-03-15 03:25,,,,20.00,14.00,,29.99,,10.00,,BKN,,,,6500.00,,,,,,,,,,,,KTPH 150325Z AUTO 02014KT 10SM BKN065 04/M06 A2999 RMK T00401060 MADISHF,
TPH,2024-03-15 03:30,,,,20.00,14.00,,29.99,,10.00,,BKN,,,,6500.00,,,,,,,,,,,,KTPH 150330Z AUTO 02014KT 10SM BKN065 04/M06 A2999 RMK T00401060 MADISHF,
TPH,2024-03-15 03:35,,,,20.00,14.00,,29.99,,10.00,,SCT,,,,6000.00,,,,,,,,,,,,KTPH 150335Z AUTO 02014KT 10SM SCT060 04/M06 A2999 RMK T00401060 MADISHF,
TPH,2024-03-15 03:40,,,,20.00,14.00,,29.99,,10.00,,FEW,,,,6000.00,,,,,,,,,,,,KTPH 150340Z AUTO 02014KT 10SM FEW060 03/M06 A2999 RMK T00301060 MADISHF,
TPH,2024-03-15 03:45,,,,20.00,14.00,,29.99,,10.00,,FEW,,,,6000.00,,,,,,,,,,,,KTPH 150345Z AUTO 02014KT 10SM FEW060 04/M06 A2999 RMK T00401060 MADISHF,
TPH,2024-03-15 03:50,,,,20.00,15.00,,29.99,,10.00,,CLR,,,,,,,,,,,,,,,,KTPH 150350Z AUTO 02015KT 10SM CLR 04/M07 A2999 RMK T00401070 MADISHF,
TPH,2024-03-15 03:55,,,,20.00,13.00,,29.99,,10.00,,CLR,,,,,,,,,,,,,,,,KTPH 150355Z AUTO 02013KT 10SM CLR 04/M07 A2999 RMK T00401070 MADISHF,
TPH,2024-03-15 04:00,,,,20.00,14.00,,29.99,,10.00,,CLR,,,,,,,,,,,,,,,,KTPH 150400Z AUTO 02014KT 10SM CLR 03/M07 A2999 RMK T00301070 MADISHF,
TPH,2024-03-15 04:05,,,,20.00,15.00,,30.00,,10.00,,CLR,,,,,,,,,,,,,,,,KTPH 150405Z AUTO 02015KT 10SM CLR 03/M07 A3000 RMK T00301070 MADISHF,
TPH,2024-03-15 04:10,,,,20.00,13.00,,30.00,,10.00,,CLR,,,,,,,,,,,,,,,,KTPH 150410Z AUTO 02013KT 10SM CLR 03/M07 A3000 RMK T00301070 MADISHF,
TPH,2024-03-15 04:15,,,,30.00,11.00,,30.00,,10.00,,CLR,,,,,,,,,,,,,,,,KTPH 150415Z AUTO 03011KT 10SM CLR 03/M07 A3000 RMK T00301070 MADISHF,
TPH,2024-03-15 04:20,,,,20.00,15.00,,30.00,,10.00,,CLR,,,,,,,,,,,,,,,,KTPH 150420Z AUTO 02015KT 10SM CLR 03/M07 A3000 RMK T00301070 MADISHF,
TPH,2024-03-15 04:25,,,,10.00,17.00,,30.00,,10.00,22.00,CLR,,,,,,,,,,,,,,,,KTPH 150425Z AUTO 01017G22KT 10SM CLR 03/M07 A3000 RMK T00301070 MADISHF,
TPH,2024-03-15 04:30,,,,20.00,10.00,,30.00,,10.00,,CLR,,,,,,,,,,,,,,,,KTPH 150430Z AUTO 02010KT 10SM CLR 04/M07 A3000 RMK T00401070 MADISHF,
TPH,2024-03-15 04:35,,,,10.00,15.00,,30.00,,10.00,,CLR,,,,,,,,,,,,,,,,KTPH 150435Z AUTO 01015KT 10SM CLR 03/M07 A3000 RMK T00301070 MADISHF,
TPH,2024-03-15 04:40,,,,10.00,16.00,,30.00,,10.00,23.00,CLR,,,,,,,,,,,,,,,,KTPH 150440Z AUTO 01016G23KT 10SM CLR 03/M07 A3000 RMK T00301070 MADISHF,
TPH,2024-03-15 04:45,,,,10.00,14.00,,30.00,,10.00,,CLR,,,,,,,,,,,,,,,,KTPH 150445Z AUTO 01014KT 10SM CLR 03/M07 A3000 RMK T00301070 MADISHF,
TPH,2024-03-15 04:50,,,,10.00,11.00,,30.00,,10.00,19.00,CLR,,,,,,,,,,,,,,,,KTPH 150450Z AUTO 01011G19KT 10SM CLR 03/M07 A3000 RMK T00301070 MADISHF,
TPH,2024-03-15 04:55,,,,10.00,13.00,,30.00,,10.00,,CLR,,,,,,,,,,,,,,,,KTPH 150455Z AUTO 01013KT 10SM CLR 03/M07 A3000 RMK T00301070 MADISHF,
TPH,2024-03-15 05:00,,,,10.00,11.00,,30.00,,10.00,,CLR,,,,,,,,,,,,,,,,KTPH 150500Z AUTO 01011KT 10SM CLR 04/M07 A3000 RMK T00401070 MADISHF,
TPH,2024-03-15 05:05,,,,20.00,13.00,,30.00,,10.00,,CLR,,,,,,,,,,,,,,,,KTPH 150505Z AUTO 02013KT 10SM CLR 03/M07 A3000 RMK T00301070 MADISHF,
TPH,2024-03-15 05:10,,,,340.00,10.00,,30.00,,10.00,,CLR,,,,,,,,,,,,,,,,KTPH 150510Z AUTO 34010KT 10SM CLR 03/M07 A3000 RMK T00301070 MADISHF,
TPH,2024-03-15 05:15,,,,340.00,11.00,,30.00,,10.00,,CLR,,,,,,,,,,,,,,,,KTPH 150515Z AUTO 34011KT 10SM CLR 02/M07 A3000 RMK T00201070 MADISHF,
TPH,2024-03-15 05:20,,,,340.00,10.00,,30.00,,10.00,16.00,CLR,,,,,,,,,,,,,,,,KTPH 150520Z AUTO 34010G16KT 10SM CLR 02/M07 A3000 RMK T00201070 MADISHF,
TPH,2024-03-15 05:25,,,,340.00,11.00,,30.00,,10.00,,CLR,,,,,,,,,,,,,,,,KTPH 150525Z AUTO 34011KT 10SM CLR 03/M07 A3000 RMK T00301070 MADISHF,
TPH,2024-03-15 05:30,,,,330.00,11.00,,30.00,,10.00,,CLR,,,,,,,,,,,,,,,,KTPH 150530Z AUTO 33011KT 10SM CLR 03/M07 A3000 RMK T00301070 MADISHF,
TPH,2024-03-15 05:35,,,,340.00,11.00,,30.00,,10.00,,FEW,,,,11000.00,,,,,,,,,,,,KTPH 150535Z AUTO 34011KT 10SM FEW110 03/M07 A3000 RMK T00301070 MADISHF,
TPH,2024-03-15 05:40,,,,350.00,11.00,,30.00,,10.00,,SCT,,,,11000.00,,,,,,,,,,,,KTPH 150540Z AUTO 35011KT 10SM SCT110 03/M07 A3000 RMK T00301070 MADISHF,
TPH,2024-03-15 05:45,,,,350.00,11.00,,30.00,,10.00,,SCT,,,,11000.00,,,,,,,,,,,,KTPH 150545Z AUTO 35011KT 10SM SCT110 03/M07 A3000 RMK T00301070 MADISHF,
TPH,2024-03-15 05:50,,,,360.00,11.00,,30.00,,10.00,,SCT,,,,11000.00,,,,,,,,,,,,KTPH 150550Z AUTO 36011KT 10SM SCT110 03/M07 A3000 RMK T00301070 MADISHF,
TPH,2024-03-15 05:55,,,,360.00,11.00,,30.00,,10.00,,BKN,,,,11000.00,,,,,,,,,,,,KTPH 150555Z AUTO 36011KT 10SM BKN110 03/M07 A3000 RMK T00301070 MADISHF,
TPH,2024-03-15 06:00,,,,10.00,13.00,,30.00,,10.00,,BKN,,,,11000.00,,,,,,,,,,,,KTPH 150600Z AUTO 01013KT 10SM BKN110 03/M07 A3000 RMK T00301070 MADISHF,
TPH,2024-03-15 06:05,,,,10.00,13.00,,30.00,,10.00,,BKN,,,,11000.00,,,,,,,,,,,,KTPH 150605Z AUTO 01013KT 10SM BKN110 03/M07 A3000 RMK T00301070 MADISHF,
TPH,2024-03-15 06:10,,,,20.00,15.00,,29.99,,10.00,,SCT,,,,11000.00,,,,,,,,,,,,KTPH 150610Z AUTO 02015KT 10SM SCT110 03/M07 A2999 RMK T00301070 MADISHF,
TPH,2024-03-15 06:15,,,,20.00,17.00,,29.99,,10.00,22.00,FEW,,,,11000.00,,,,,,,,,,,,KTPH 150615Z AUTO 02017G22KT 10SM FEW110 03/M07 A2999 RMK T00301070 MADISHF,
TPH,2024-03-15 06:20,,,,20.00,16.00,,29.99,,10.00,,FEW,,,,11000.00,,,,,,,,,,,,KTPH 150620Z AUTO 02016KT 10SM FEW110 03/M07 A2999 RMK T00301070 MADISHF,
TPH,2024-03-15 06:25,,,,20.00,14.00,,29.99,,10.00,19.00,FEW,,,,11000.00,,,,,,,,,,,,KTPH 150625Z AUTO 02014G19KT 10SM FEW110 03/M07 A2999 RMK T00301070 MADISHF,
TPH,2024-03-15 06:30,,,,20.00,14.00,,29.99,,10.00,,CLR,,,,,,,,,,,,,,,,KTPH 150630Z AUTO 02014KT 10SM CLR 03/M07 A2999 RMK T00301070 MADISHF,
TPH,2024-03-15 06:35,,,,20.00,14.00,,29.99,,10.00,,CLR,,,,,,,,,,,,,,,,KTPH 150635Z AUTO 02014KT 10SM CLR 03/M07 A2999 RMK T00301070 MADISHF,
TPH,2024-03-15 06:40,,,,20.00,14.00,,29.99,,10.00,,CLR,,,,,,,,,,,,,,,,KTPH 150640Z AUTO 02014KT 10SM CLR 03/M07 A2999 RMK T00301070 MADISHF,
TPH,2024-03-15 06:45,,,,10.00,15.00,,29.99,,10.00,,CLR,,,,,,,,,,,,,,,,KTPH 150645Z AUTO 01015KT 10SM CLR 03/M07 A2999 RMK T00301070 MADISHF,
TPH,2024-03-15 06:50,,,,10.00,14.00,,29.99,,10.00,,CLR,,,,,,,,,,,,,,,,KTPH 150650Z AUTO 01014KT 10SM CLR 03/M07 A2999 RMK T00301070 MADISHF,
TPH,2024-03-15 06:55,,,,10.00,14.00,,29.99,,10.00,,CLR,,,,,,,,,,,,,,,,KTPH 150655Z AUTO 01014KT 10SM CLR 03/M07 A2999 RMK T00301070 MADISHF,
TPH,2024-03-15 07:00,,,,10.00,13.00,,29.99,,10.00,,CLR,,,,,,,,,,,,,,,,KTPH 150700Z AUTO 01013KT 10SM CLR 03/M07 A2999 RMK T00301070 MADISHF,
TPH,2024-03-15 07:05,,,,10.00,11.00,,29.99,,10.00,,CLR,,,,,,,,,,,,,,,,KTPH 150705Z AUTO 01011KT 10SM CLR 03/M07 A2999 RMK T00301070 MADISHF,
TPH,2024-03-15 07:10,,,,360.00,11.00,,29.99,,10.00,16.00,CLR,,,,,,,,,,,,,,,,KTPH 150710Z AUTO 36011G16KT 10SM CLR 03/M07 A2999 RMK T00301070 MADISHF,
TPH,2024-03-15 07:15,,,,350.00,9.00,,30.00,,10.00,,CLR,,,,,,,,,,,,,,,,KTPH 150715Z AUTO 35009KT 10SM CLR 03/M07 A3000 RMK T00301070 MADISHF,
TPH,2024-03-15 07:20,,,,340.00,5.00,,29.99,,10.00,,FEW,,,,7500.00,,,,,,,,,,,,KTPH 150720Z AUTO 34005KT 10SM FEW075 02/M07 A2999 RMK T00201070 MADISHF,
TPH,2024-03-15 07:25,,,,340.00,8.00,,29.99,,10.00,,FEW,,,,7500.00,,,,,,,,,,,,KTPH 150725Z AUTO 34008KT 10SM FEW075 02/M07 A2999 RMK T00201070 MADISHF,
TPH,2024-03-15 07:30,,,,340.00,8.00,,29.99,,10.00,,FEW,,,,7500.00,,,,,,,,,,,,KTPH 150730Z AUTO 34008KT 10SM FEW075 02/M07 A2999 RMK T00201070 MADISHF,
TPH,2024-03-15 07:35,,,,350.00,9.00,,29.99,,10.00,,SCT,,,,7500.00,,,,,,,,,,,,KTPH 150735Z AUTO 35009KT 10SM SCT075 02/M07 A2999 RMK T00201070 MADISHF,
